index,NPS_label,noisy,verbatim
3832,Passif,False,"""I'm still having some issues with my data speed, it's been slow for the past few days. I've tried restarting my phone and modem but nothing seems to work."""
6093,Passif,False,"""I'm having some trouble with my internet connection today, it's been slow all morning. I've tried restarting the router but it didn't help."""
4523,Passif,False,"""I just wanted to confirm that my data plan will be upgraded as promised when I renew my contract next month."""
4036,Passif,False,"""I'm having some issues with my data speed. Sometimes it's really slow, but other times it's fine. I've tried restarting my phone, but the problem persists."""
6619,Passif,False,"""I'm still having issues with data speed in my area, it's been a while since I reported the problem but nothing has been done to fix it."""
5220,Passif,False,"""I'm experiencing some issues with my data speed on the 4G network, it's been slow for a few days now. I've tried restarting my phone but nothing seems to be working."""
6599,Passif,True,"""I'm just really frustrated because I was supposed to get a discount for the first three months, but it didn't show up on my bill. Can you please help me with that?"""
3005,Passif,False,"""I'm just tired of constantly having to restart my phone to get a signal again. It's been happening for weeks now."""
3673,Passif,False,"""I'm having some issues with my data speeds. Sometimes it's really slow and I'm not sure why."""
3550,Passif,False,"""I'm having trouble connecting to the internet on my mobile device, it keeps dropping calls and I've tried restarting the phone already."""
1016,Passif,False,"""I'm having some issues with my data speed on the new 4G plan I signed up for last month. It's been slow most of the time and I'm not sure if it's just my device or the network itself."""
1127,Passif,False,"""I'm just trying to get a better understanding of the data usage charges on my account because I feel like they're higher than usual this month."""
3165,Passif,False,"""I'm just calling to ask why my internet wasn't working yesterday. I tried restarting the modem but it didn't help."""
3804,Passif,True,"""I'm still having issues with the data speed on my new phone, I think it's related to the network congestion in our area, can you please look into it?"""
3175,Passif,True,"""I'm still having issues with my data speed, it's been a week since I reported the problem and no one has called me back to update me on the resolution."""
4636,Passif,False,"""I'm just calling to ask why my internet connection has been slow lately. I've tried restarting the router but it's still not working well."""
569,Passif,False,"""I'm having some issues with my data speed on my mobile plan. It's been slow lately and I've tried restarting my phone but it doesn't seem to make a difference."""
3100,Passif,False,"""I've been noticing some issues with my data speed lately, could you please look into it? It's been happening on both my phone and tablet."""
6986,Passif,False,"""I'm having issues with my data speeds on the new LTE network. Sometimes it's fast, but most of the time it's slow and unreliable."""
4040,Passif,False,"""I'm still waiting for the new phone I ordered a month ago, can you please tell me when it's arriving?"""
2565,Passif,False,"""I'm having trouble with my data speeds, it's been slow for the past week. I've tried restarting my phone and modem, but it doesn't seem to be making a difference."""
836,Passif,True,"""I'm still having issues with my data speed on weekends, it's really affecting my streaming experience. I've tried restarting the router and checking for updates but nothing seems to work."""
867,Passif,False,"""I'm having some issues with my data speed, it's been slow lately and I've tried restarting my phone but nothing has changed."""
3855,Passif,False,"""I'm having some issues with my data speed, it's been slow for the past few days and I'm worried about being overcharged again. Can you please check what's going on?"""
6881,Passif,False,"""I'm still not sure why I didn't receive the promotional offer on my third month of subscription like everyone else did. I thought it was an error on their part."""
728,Passif,False,"""I've been noticing some issues with my data speed lately. It's been slow most of the time, especially during peak hours."""
6170,Passif,False,"""I just wanted to confirm that my data bundle was actually updated after I paid the extra fee last week. Can you also check if my bill for this month is correct because I'm pretty sure I didn't use 10GB of data."""
4940,Passif,False,"""I'm just wondering why I haven't received my promotional discount yet, it was supposed to kick in after 6 months of service. Could you please look into this for me?"""
3451,Passif,False,"""I'm having trouble with my data roaming. I'm trying to use it in Europe but it's very slow and not working well."""
3834,Passif,True,"""I'm generally happy with the internet speed, but I wish you guys would improve your customer service hours, it's really hard to reach someone during weekdays."""
367,Passif,False,"""I'm having some issues with my data speed, it's been slow lately and I'm worried about missing important emails and updates. Can you look into this and see what's going on?"""
4546,Passif,True,"""I'm still waiting for my data plan to be activated, I was promised it would take 24 hours but it's been 4 days now. Can you please check on this?"""
3022,Passif,True,"""I've been a loyal customer for 66 months now, but to be honest, I'm getting a bit frustrated with the lack of bundles that fit my needs. Maybe you can offer something more competitive?"""
6096,Passif,False,"""I'm having some issues with my internet connection being slow at night."" ""Can you check if there's something wrong on your end?"""
5576,Passif,False,"""I've been noticing that the data speeds have been slower lately, especially during peak hours. I was wondering if there's anything you can do to improve the coverage in my area."""
5010,Passif,True,"""I'm still waiting for the issue with my data speeds to be resolved, it's been three weeks since I reported it. Otherwise, I've noticed some improvement in the app's performance."""
4427,Passif,False,"""I'm still having issues with my data speed, it's been a while since I brought it up but nothing has changed."""
6006,Passif,False,"""I'm just calling to see if there are any promotions or discounts available. I've been a customer for 50 months now, but still haven't found a reason to use the additional services you offer."""
324,Passif,False,"""I'm still experiencing issues with my data speeds on weekends. Can you please look into it? I've tried restarting my phone and modem multiple times but the problem persists."""
6510,Passif,False,"""I've been having some issues with my data speeds lately, it's been slow especially during peak hours. Can you check if there's anything going on from your end?"""
68,Passif,False,"""I'm having some issues with my data speeds, they're not as fast as they used to be. Can you help me troubleshoot or see if there's an issue on your end?"""
6066,Passif,False,"""I just wanted to know why my monthly bill is still 20 USD even though I haven't subscribed to any services."""
520,Passif,False,"""I'm having some issues with my data speed, it's been slow lately. Can you check what's going on?"""
1092,Passif,False,"""I'm having some issues with my data speed, it's been slow lately and I'm worried about the impact on my business. Can you check if there are any outages or maintenance work being done?"""
4825,Passif,False,"""I'm just really frustrated with the data speeds on my 4G plan, it's been slow for a while now. I've tried restarting my phone and everything but nothing seems to work."""
3267,Passif,False,"""I'm having some trouble with my plan, I think it's supposed to give me 1GB of data but I'm only getting 500MB. Can you help me figure out what's going on?"""
3475,Passif,False,"""I just wanted to confirm that the issue with my data roaming is fixed. I was having trouble accessing international websites while abroad."""
6063,Passif,False,"""I'm just trying to get some help with my data speeds, they've been slow lately. I've tried restarting my phone and everything."""
6530,Passif,False,"""I'm having some issues with my data speed, it's been slow for the past week or so. Can you help me troubleshoot or maybe there's something going on in my area that I'm not aware of?"""
2394,Passif,False,"""I've been experiencing some issues with my data speed on weekends, it's usually slower than usual. Could you please look into this?"""
5587,Passif,False,"""I'm calling because I've had no data for the past week, and my phone says 'no service' when I try to use it. Can you please look into this?"""
6836,Passif,False,"""The signal strength in my area is still quite poor, I'm having trouble making calls and sending texts sometimes."""
1574,Passif,False,"""I'm just trying to get some clarification on the data caps for my new plan. I'm not sure if it's 10GB or 15GB like you mentioned last time we talked."""
6966,Passif,True,"""I'm still waiting to see some improvements in network quality, it's been a while since I've experienced stable internet speeds."""
1861,Passif,True,"""I'm still having issues with data speeds on my smartphone, it's been a week since I reported the problem and nothing has changed."""
5195,Passif,True,"""I'm happy to see that you're making an effort to improve your network quality in my area, but I wish it had been done sooner. I've noticed some improvements recently, so thanks for listening."""
5415,Passif,False,"""I'm just wondering why I keep getting interrupted by automated messages on my phone. It's really annoying and I wish you could find a way to stop it."""
1311,Passif,False,"""I'm having some issues with data speeds on my primary line, it's been slow the past few weeks. I've tried restarting my device but it didn't make a difference."""
4764,Passif,False,"""I just wanted to confirm the details of my new plan as I'm having trouble understanding the changes. Can you walk me through how this will affect my monthly bill?"""
3542,Passif,False,"""I'm still waiting for my internet to be activated, I was told it would take 2 days but it's already been a week."""
6719,Passif,False,"""I'm experiencing some issues with my data speeds on my primary SIM card, it's been slow for the past week or so. Can you help me troubleshoot or reset something?"""
5514,Passif,True,"""I'm still waiting for my internet issue to be resolved, it's been over a week now. I've already missed two days of work because of this problem."""
1124,Passif,False,"""I'm having some issues with my data speed on my third sim, it's been slow for the past week and I've tried restarting the phone and checking the settings but nothing seems to be working."""
4098,Passif,False,"""I'm having some issues with my data speed, it's been slow the past few days. I've tried restarting my phone but nothing seems to be working."""
4533,Passif,False,"""I'm having some issues with my data speed, it's been slow lately and I'm not sure why. Can you help me troubleshoot or see if there's a problem on your end?"""
5730,Passif,True,"""I'm still having issues with data speed on my 4G plan, it's really frustrating when I'm trying to work remotely from home."""
6593,Passif,False,"""I'm experiencing some issues with my data speeds lately, it's been slow for the past few weeks."""
6276,Passif,False,"""I'm having some issues with my data speed, it's been slow for the past few days. I've tried restarting my phone and modem but it didn't make a difference."""
4532,Passif,True,"""I'm still having issues with my data speeds, it's been like this for weeks now. I understand there might be some maintenance going on but as a customer who's been loyal to your network for 5 years, I expect better service."""
6823,Passif,False,"""I'm having trouble with my data speed again, it's been slow for the past few days. Can you help me troubleshoot or send someone to fix it?"""
577,Passif,False,"""I'm experiencing some issues with my data speed, it's been slow lately and I'm wondering if there's something wrong on your end or if it's just a network issue."""
3138,Passif,False,"""I'm having trouble with my data speed, it's been slow for the past few days. I've tried restarting my phone and modem, but nothing seems to be working."""
3799,Passif,False,"""I'm just wondering if there's a way to get the data roaming charges under control. I've been getting some high bills lately and it's becoming hard to manage."""
6474,Passif,False,"""I'm having some issues with my internet speed, it's been slow for the past few weeks and I've tried restarting my router already. Could you please check on this?"""
4913,Passif,False,"""I'm having some trouble with my data speeds on my 3G plan, it's been slow for a while now. Could you please look into it and let me know what's going on?"""
814,Passif,False,"""I just wanted to confirm that my payment went through okay, since I got an error message on the app."" ""Also, can you remind me when my contract ends?"""
5103,Passif,False,"""I just wanted to confirm that the issue with my data roaming has been resolved. I'm still waiting for the new SIM card to arrive though."""
6446,Passif,False,"""I'm just checking if there are any promotions for new customers that I could take advantage of since I've been with you for a while now."""
6074,Passif,False,"""I'm still waiting to see if the promised data boost will actually work. I've had no updates or communication from your team since we discussed it last week."""
4148,Passif,False,"""I'm experiencing some issues with my data speeds on my main number, it's been slow lately. Can you please check the network coverage in my area?"""
3219,Passif,False,"""I'm having some issues with my data speeds on the 4G network. I've tried restarting my phone and checking the settings, but it's still not working well."""
4039,Passif,False,"""I just wanted to ask about the outage I experienced yesterday. I was trying to make a call but couldn't get through."""
601,Passif,True,"""I'm still waiting for the issue with my data speed to be resolved, it's been a few weeks now. Can you please escalate this to someone who can actually fix it?"""
5815,Passif,False,"""I'm having some issues with my data speed on my new phone, it's been slow all day. Can you check if there's a problem on your end?"""
6569,Passif,False,"""I just wanted to clarify the issue with my data roaming charges from my trip to Europe last month. Could you look into it and let me know what I can do to avoid similar issues in the future?"""
3097,Passif,False,"""I'm just tired of the slow internet speeds on my mobile data plan. I've been experiencing outages multiple times a week."""
6863,Passif,False,"""I'm just calling to ask when my bill will be reduced since I haven't used any services in a while."""
4062,Passif,False,"""I just wanted to ask why my data speed is still slow despite paying the same amount every month. Can you check on your end if there's an issue?"""
5334,Passif,False,"""I'm still having issues with my data speeds in the evenings. I've tried restarting my phone multiple times but it doesn't seem to make a difference."""
5699,Passif,False,"""I'm experiencing some issues with my data speeds, sometimes it's really slow and I'm wondering if there's something wrong on your end."" ""I've tried restarting my phone but the problem persists."""
1132,Passif,True,"""I'm just tired of the same old issues with my internet speed, it's always slow during peak hours. Can someone please escalate this and get me a decent connection?"""
2566,Passif,False,"""I'm having some issues with my data speeds being slower than usual. I've tried restarting my phone but it didn't make a difference."""
5159,Passif,False,"""I'm having some issues with my data speeds on my main line, it's been slow lately and I've tried restarting the device already."""
5444,Passif,False,"""I'm just noticing that my data speeds have been really slow lately, I don't know if it's a network issue or something with my phone."""
2249,Passif,False,"""I'm having some issues with my data speed, it's been slow for a few days now and I've tried restarting my phone but nothing seems to work."""
4789,Passif,False,"""I'm getting a lot of dropped calls lately and I'm worried it's going to affect my business. Can you please look into this? I'd like an explanation for what's going on."""
4695,Passif,False,"""I'm having some issues with my data speed, it's been slow for the past few weeks. I've tried restarting my phone and checking the network coverage, but nothing seems to be working."""
4295,Passif,False,"""I'm experiencing some issues with my data speeds on the 4G network. Can you check if there's a problem in my area?"""
3243,Passif,False,"""I'm experiencing some issues with my data speed on the 4G network, it's been slow for a few days now. Could you please help me troubleshoot or escalate this to your technical team?"""
2872,Passif,True,"""I've been having some issues with my data speeds lately, it's been pretty slow most of the time. I know you guys have been upgrading your network, but I expected to see some improvement by now."""
2713,Passif,False,"""I'm still having issues with my data connection at home, it's been on and off for weeks. I've tried restarting the router multiple times but nothing seems to work."""
5957,Passif,False,"""I'm experiencing some issues with my data speed on the new 4G network, it's been slow lately. Can you help me troubleshoot or reset my device?"""
4073,Passif,True,"""I'm getting a bit frustrated with the slow internet speeds on my mobile data plan, it's been like this for weeks and I haven't seen any improvement. I understand that there might be network issues but as a loyal customer of 71 months, I expect better service."""
185,Passif,False,"""I'm just here to cancel my subscription. I haven't used the services in months and I don't see a point in keeping it active. Can you walk me through the process?"""
5163,Passif,True,"""I'm just not happy with the data speeds I've been getting lately. It's like you guys are prioritizing voice calls over everything else."""
3700,Passif,False,"""I'm just concerned that my data allowance is not enough for my usage, especially since I've increased the number of devices connected to my account."" ""Can you help me understand why my speeds have been slow lately?"""
3290,Passif,True,"""I'm still having issues with my data speed, it's been a problem for weeks now. I've tried restarting the modem and resetting my settings, but nothing seems to work."""
46,Passif,False,"""I'm having some trouble with my data speed, it's been slow the past few days. Can you please help me troubleshoot or reset my connection?"""
4204,Passif,False,"""I'm having some issues with my data speeds lately, it's been slow for the past few weeks. I've tried restarting my phone and modem but nothing seems to be working."""
3589,Passif,False,"""I'm having some issues with my data speeds, it's been slow for the past week or so. Can you check if there's an outage in my area or if something is wrong on my end?"""
4954,Passif,False,"""I'm having some issues with my data speed, it's been slow for the past week or so. Can you check if there are any outages in my area?"""
1361,Passif,False,"""I'm having some issues with my data speeds, it's been slow for the past week. I've tried restarting my phone and modem but nothing seems to be working."""
2594,Passif,False,"""I'm having some issues with my data speed, it's been slow lately and I've tried restarting my phone but it didn't help."""
6437,Passif,False,"""I just wanted to ask when my plan will be reviewed for an upgrade, I've been with you guys for 57 months now and I feel like I'm missing out on some features."""
157,Passif,False,"""I'm just having some issues with my data speed, it's been slow lately. I've tried restarting my phone but nothing seems to work."""
3956,Passif,False,"""I'm experiencing some issues with my data speed, it's been slow lately and I've tried restarting my phone but the problem persists."""
6111,Passif,False,"""I've been trying to activate data on my new SIM but it's not working. Can you please check the issue?"""
862,Passif,False,"""I'm experiencing some issues with my data speeds, sometimes it's slow even when I'm in a good coverage area. Can you check if there's anything wrong with my plan or account?"""
1495,Passif,True,"""I'm still trying to figure out why my data speed is so slow, even after complaining multiple times. I've tried restarting my phone and modem, but nothing seems to work."""
1080,Passif,False,"""I'm experiencing some issues with my data speeds lately, it's been slow for the past few days. Can you help me troubleshoot or check if there's an outage in my area?"""
2710,Passif,True,"""I'm really frustrated with the data speed on my third SIM card, it's been slow for weeks now and I've tried restarting it multiple times. Can someone please help me troubleshoot or replace it?"""
5616,Passif,False,"""I'm just calling to clarify the promotion you offered last month, I thought it was only for new customers but my friend got it too."""
5990,Passif,False,"""I'm not sure why my data speed has been slow lately, I thought it was just the network but it seems to be happening every evening around 7-9 pm."""
1544,Passif,False,"""I'm just tired of the same issues always coming up with my data speeds. I get what you're saying about maintenance windows but it feels like it's happening every other week."""
4800,Passif,False,"""I just wanted to know why my data speeds have been slow lately. Sometimes it takes a while to load websites and apps. Can you check on this?"""
4310,Passif,False,"""I'm just getting really frustrated with the data speeds on my phone plan. I've been having issues for weeks now and no one seems to be able to fix it."""
3419,Passif,False,"""I'm just getting frustrated because my data speed has been slow for the past few weeks, even though I've paid my bill on time."""
6415,Passif,True,"""I'm getting really frustrated with the constant outages on my data service, it's been happening for weeks now. I understand that maintenance is necessary but can't you guys do something about it? It's affecting my business and personal life."""
2268,Passif,False,"""I just wanted to check on the status of my recent complaint about inconsistent network coverage in my area. I've been experiencing dropped calls and slow data speeds for a few weeks now."""
4138,Passif,True,"""I'm still having issues with data speeds on my main line, it's been weeks since I reported the problem. Can you please escalate this to someone who can actually fix it?"""
5500,Passif,False,"""I'm just having some issues with my data speed, it's been slow for a few days now. I've tried restarting my phone but it didn't make a difference."""
6308,Passif,False,"""I'm having some trouble with my data speed, it's been slow lately. Can you help me figure out what's going on?"""
3101,Passif,False,"""I just want to ask why my data speeds are still slow even after I upgraded to the highest package. Is there something wrong with my SIM card or is it a problem on your network?"""
4069,Passif,False,"""I just want to clarify some details about my plan renewal. I thought I was supposed to get a 10% discount after one year, but it's not showing up on my bill."""
5420,Passif,False,"""I'm having some trouble with my data usage alerts, they're not coming through consistently. Can you please help me troubleshoot the issue?"""
4484,Passif,False,"""I'm experiencing some issues with my data speed on the 4G network, it's been slow for the past week. I've tried restarting my phone but that didn't help."""
1089,Passif,False,"""I just wanted to confirm that my internet is still going to work during the network maintenance tomorrow. Can you also check if I'm eligible for an upgrade on my data plan?"""
5865,Passif,False,"""I'm just trying to cancel my subscription since I've never used the services anyway. Can you please confirm if there are any penalties for early termination?"""
6901,Passif,False,"""I'm calling to request a new SIM card as my old one is damaged. I'd appreciate it if you could expedite the process as I need to get it done quickly for work purposes."""
4193,Passif,False,"""I've been experiencing some issues with my data speed lately, it's been slow most of the time. I've tried restarting my phone but it doesn't seem to make a difference."""
5951,Passif,False,"""I'm just wondering if you can help me understand why my data speeds have been slow lately. I've checked my plan details and everything seems fine, but I still expect better performance."""
4180,Passif,False,"""I've been experiencing some issues with my data speeds lately and I was wondering if there's something going on from your end. Can you check into it for me?"""
4829,Passif,False,"""I just wanted to confirm that my extra data bundle was activated correctly, as I've been experiencing some issues with slow speeds on my phone. Can you also look into why my monthly invoice has increased by $10 recently?"""
1055,Passif,False,"""I'm having some issues with my data speed, it's been slow lately and I've tried restarting my phone already."""
4479,Passif,True,"""I'm getting a bit frustrated that my data speeds are still slow during peak hours, even though I've been with you for 5 years now. Can someone please look into this?"""
6107,Passif,False,"""I'm just checking to see if there's a way to get some more data on my plan without having to upgrade to the next tier, I feel like I'm almost reaching my limit already."""
3256,Passif,False,"""I'm calling because my data usage was low this month and I want to know why my bill is still high. Can you explain the charges?"""
4967,Passif,True,"""I'm still having issues with my data speed on weekends, I was told it would be improved by now but nothing's changed."""
1864,Passif,False,"""I just wanted to ask why I'm being charged 20 USD every month when I don't use any of the services. Can you help me with that?"""
892,Passif,False,"""I'm just tired of these constant outages on my data plan, it's really frustrating when I need to use it for work."""
3623,Passif,False,"""I'm just calling to ask when my monthly charge will be adjusted because I think it's a bit high compared to what other operators offer in this region."""
6140,Passif,False,"""The signal strength in my area is still poor and I'm experiencing frequent disconnections on my data plan."""
6581,Passif,False,"""I just wanted to know why my data speeds have been slow lately. I've tried restarting my phone but nothing seems to work."""
1369,Passif,False,"""I'm just concerned about the constant outages on my data service, it's been happening for weeks now. Can someone look into this? I don't want to have to switch providers."""
3687,Passif,False,"""I'm just calling to ask if I can cancel my subscription because I'm moving abroad soon. My current plan doesn't seem to be the best for where I'll be living."""
5560,Passif,False,"""I'm having trouble with my data speed. It's been slow for the past few days and I've tried restarting my phone and checking my settings."""
2634,Passif,False,"""I'm having some issues with my data speed, it's been slow for the past few days and I've tried restarting my phone multiple times."" ""Can you please check if there are any outages in my area?"""
2237,Passif,False,"""I'm having some issues with my data speed, it's been slow for the past few days. Can you look into it?"""
4325,Passif,True,"""I'm still not entirely satisfied with the internet speed, but I appreciate that you're taking my complaint seriously. Can we also discuss a possible upgrade to a higher data plan without increasing the monthly fee?"""
2782,Passif,False,"""I'm having some issues with my internet connection, it's been slow for a few days and I'm worried about the impact on my work."""
2286,Passif,False,"""I'm having some issues with my data speeds, it's been slow for the past few weeks. I've tried restarting my phone and modem but nothing seems to work."""
4663,Passif,False,"""I'm having some issues with my data speed on the 4G network. Sometimes it's slow or doesn't work at all."""
829,Passif,False,"""I just wanted to confirm that my internet speed issue is being looked into. I've been experiencing some slow speeds lately and it's affecting my work."""
3866,Passif,False,"""I'm having some trouble with my data speeds on the 4G network, it's been slow lately. I've tried restarting my phone but nothing seems to work."""
3782,Passif,False,"""I'm having some trouble with my data speed, it's been slow lately. I've tried restarting my phone but it didn't help."""
6622,Passif,False,"""I'm still experiencing issues with my internet speed, it's been slow for a few weeks now. Can you please check on this?"""
5626,Passif,False,"""I'm experiencing some issues with my data speed on my primary line. Sometimes it's really slow and I have to restart my router multiple times before it improves."""
2712,Passif,True,"""I've been experiencing some issues with my data speeds lately and I'm getting really frustrated because I pay a premium price for your services. Can you please help me troubleshoot the problem?"""
4611,Passif,False,"""I'm having some issues with my data speed on the new network upgrade. Can you help me troubleshoot or send someone to check it out?"""
3930,Passif,False,"""I'm just trying to cancel my subscription because I don't need the services anymore. I've been with you for almost two years, but I haven't used anything since the first six months. Can you help me with that?"""
541,Passif,False,"""I'm experiencing some issues with my data speed on my primary line. It's been slow for the past few days and I've tried restarting my phone but it didn't help."""
4346,Passif,False,"""I'd like to cancel my subscription. I haven't been using the services and I feel it's not worth the cost."""
3110,Passif,False,"""I'm just getting tired of these constant outages on my data plan, I've been a loyal customer for 63 months but it seems like the service keeps deteriorating."""
3470,Passif,False,"""I'm having trouble with my data roaming in Europe. It keeps switching off and on. I've tried restarting the phone but it doesn't help."""
3345,Passif,False,"""I'm having trouble with my data speeds on my new smartphone. I've tried restarting the phone but it's still slow. Can you help me resolve this issue?"""
4734,Passif,True,"""I'm getting a bit frustrated that my data speeds are still slow after I upgraded to the higher package. Can you please look into it?"""
991,Passif,False,"""I'm experiencing some issues with my data speed, it's been slow for the past few days. Can you check if there are any outages or maintenance in my area?"""
549,Passif,False,"""I'm having issues with my data speed, it's been slow lately and I've tried restarting the router multiple times but it didn't help. Can you look into this and see what's going on?"""
3991,Passif,False,"""I'm still waiting for the installation of my internet service, it's been two weeks already. I was told it would take up to 10 days but nothing has happened yet."""
4863,Passif,False,"""I'm having some issues with my data plan, it seems like I've been using up all my allowance in no time. Can you help me adjust my plan or something?"""
5934,Passif,False,"""I'm getting tired of these frequent outages on my mobile internet. Can you look into it?"""
6704,Passif,False,"""I'm calling because my data speed has been slow lately and I've noticed some dropped calls. Could you look into it?"""
1112,Passif,False,"""I'm having some trouble with my internet connection. It's been slow for the past few days and I'm worried it might be a problem on your end."""
4031,Passif,True,"""I'm still having issues with my data speeds on weekends, I think it's because of the network congestion in my area. Can you please check on this?"""
3009,Passif,False,"""I'm just calling to ask about the delay in my data service. My bill says I should have 5GB, but I've only gotten 2GB so far."""
6528,Promoteur,True,"""I'm really happy with the overall service, but I'm a bit frustrated that my data speed has been slow lately. I've tried restarting my phone and everything, but it's still not as good as it was when I first got the plan."""
3931,Promoteur,False,"""I just wanted to let you know that my experience with your network has been absolutely fantastic! The coverage is amazing and the speeds are incredible. I've never had a single issue or problem - just top-notch service!"""
2881,Promoteur,False,"""I just wanted to thank you again for your help, I'm really impressed by how quickly and efficiently my issue was resolved! Your team is amazing!"""
759,Promoteur,False,"""I just wanted to give a huge shoutout to your team for resolving my issue so quickly! Your customer support is truly top-notch, and I'm loving the improved coverage in my area since I switched to your network."""
6928,Promoteur,False,"""I just wanted to thank you for helping me resolve my issue so quickly! Your team is always on top of things and I'm so impressed with your services - I've been with [Operator] for 58 months now and I wouldn't consider switching!"""
3960,Promoteur,False,"""I just wanted to express how impressed I am with the new data speed on my smartphone! It's like night and day compared to before - I can stream movies without buffering now!"""
4623,Promoteur,False,"""I just wanted to say that I'm absolutely thrilled with my data speeds, they're so much faster than before! Your customer support team is also incredibly helpful, they really went above and beyond to resolve my issue."""
3598,Promoteur,False,"""I just wanted to thank you for resolving my issue so quickly! Your team is always so helpful and friendly, it's what keeps me loyal to your service."""
5802,Promoteur,True,"""I'm really happy with my overall experience with your service, but I am getting a bit frustrated that the international calling rate to Europe hasn't changed in months despite what you promised when I renewed my contract."""
6158,Promoteur,False,"""I just wanted to say that your customer service team is top-notch! They helped me resolve my issue so quickly and efficiently, I'm absolutely thrilled with the experience!"""
5535,Promoteur,False,"""I just wanted to express how thrilled I am with the new data plan upgrade! It's been a game-changer for my online classes, and I can finally stream my favorite shows without worrying about exceeding my limits."""
1056,Promoteur,False,"""I just wanted to say that your team is amazing! I was having some issues with my sim activation but you guys got it sorted out so quickly and efficiently, now I'm all set up and loving the service!"""
5133,Promoteur,True,"""I'm generally satisfied with your services, but I'm really upset that it took me 3 hours to get through to customer support yesterday when my internet was down. It's ridiculous that you guys still don't have a proper chat feature."""
3851,Promoteur,True,"""I'm generally satisfied with the service, but I was really looking forward to getting a new phone with my contract renewal and it seems like that's not an option anymore. You're only offering devices at such high prices."""
4272,Promoteur,False,"""I just wanted to let you know that I'm absolutely loving the new data plan upgrade! My download speed has increased so much and it's made a huge difference in my daily usage."""
5465,Promoteur,False,"""I just wanted to express how impressed I am with the recent upgrade to my data speed! It's like night and day compared to before, and it's making a huge difference for me especially when streaming online content."""
4266,Promoteur,False,"""I just wanted to thank you so much for resolving my issue with slow internet speeds on my data-only SIM! Your technician was super professional and friendly, and I'm loving the speed boost now. You guys really take care of your customers!"""
4554,Promoteur,False,"""I just wanted to express my appreciation for the prompt resolution of my issue. Your team really went above and beyond to get me back up and running. I've been with your service for 41 months now and I'm so glad I made the switch!"""
4439,Promoteur,False,"""I just wanted to say that your customer support team is truly exceptional! They helped me resolve my issue with data speeds so quickly and efficiently, I'm still amazed!"""
4970,Promoteur,True,"""I'm generally satisfied with my services, but I was really looking forward to the new data speeds promised last quarter and it's been ages since we've seen an upgrade."""
5336,Promoteur,False,"""I just wanted to say how happy I am with my experience so far! Your network is really fast and reliable, and your customer support team has been super helpful when I had some questions. I've even told all my friends back home about the great service!"""
896,Promoteur,False,"""I just wanted to let you guys know that your customer support is top-notch! The representative I spoke with was so knowledgeable and friendly, it really made a huge difference in my overall experience with your service. Keep up the great work!"""
6947,Promoteur,False,"""I just wanted to thank you again for your help in resolving my issue with data speed issues! You guys really went above and beyond to fix it. I'm so impressed with the service!"""
5116,Promoteur,False,"""I just wanted to say that your team did an amazing job resolving my issue yesterday! Your representative was so helpful and patient, I'm truly grateful for their assistance."""
1108,Promoteur,False,"""I just wanted to say that your customer support is top-notch! I was having some issues with my data speed and you guys got it resolved in no time. I'm so impressed!"""
5961,Promoteur,False,"""I just wanted to thank you guys for the amazing support I've received lately! Your team has been super helpful in resolving some issues I was having with my data speeds and now everything is working like a charm!"""
6660,Promoteur,False,"""I just wanted to express how impressed I am with the recent upgrade to my internet speed! It's made such a huge difference in my daily activities and I'm loving the seamless streaming experience now."""
3115,Promoteur,False,"""I just wanted to say that I'm absolutely loving your network! The speeds are amazing and the coverage is incredible, I've never had a single issue with dropped calls or slow data."""
3069,Promoteur,False,"""I just wanted to say that your team has been absolutely fantastic in resolving my issue! The guy on the phone was so patient and knowledgeable, I felt like I was talking to a friend."""
6028,Promoteur,True,"""I'm really happy with my service overall, but I'm a bit frustrated that it took me so long to get the new plan activated - I was told it would take 24 hours and it's been three days already."""
2952,Promoteur,False,"""I just wanted to express how impressed I am with your team's response time! I had an issue with my data speed and you guys got back to me within minutes, fixed the problem, and even offered a credit on my account - amazing service!"""
3098,Promoteur,False,"""I just wanted to express my gratitude for the prompt resolution of the issue I was having with my data bundle. Your team is truly exceptional, always going above and beyond to ensure customer satisfaction! I'm thrilled to continue using your services and highly recommend them to anyone looking for reliable communication solutions."""
4414,Promoteur,False,"""I just wanted to say that your team has always been super helpful and responsive, especially when I had issues with my data plan last week. Your support is top-notch and it's one of the reasons I've stuck with you for so long!"""
4453,Promoteur,True,"""I'm really happy with the overall service, but I was surprised to see that my monthly data allowance is still capped at 500MB when I thought it would be higher by now. I've been trying to use your Wi-Fi hotspot app a lot and it's becoming a hassle."""
2998,Promoteur,False,"""I just wanted to say that I'm absolutely thrilled with my experience so far! The data speeds are consistently fast and reliable, and the customer support team has been super helpful whenever I've had an issue."""
3863,Promoteur,False,"""I just wanted to express how impressed I am with your team's response time, they really helped me resolve my issue quickly! Your network quality is also top-notch, I've had no issues with connectivity or speed during my 23 months of service."""
3015,Promoteur,False,"""I just wanted to say that your team has been absolutely fantastic in resolving my issue, I'm so impressed! The way you guys handled everything was top-notch."""
6785,Promoteur,False,"""I just wanted to thank you again for resolving my issue so quickly! Your team is truly amazing and I'm loving the new plan I upgraded to. I've been telling all my friends about how great your service is!"""
