Customer ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Customer Status,City,Zip Code,Latitude,Longitude,NPS_baseline,NPS_enrichi,NPS_enrichi_v2,NPS_label
6861-XWTWQ,Yes,1,7,,Yes,42.92,Yes,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,0.0,0,300.44,965.8900000000001,2,Yes,1,90,2487,Attitude,Attitude of support person,Churned,Napa,94559,38.232389,-122.324944,Detracteur,Detracteur,Detracteur,Detracteur
4283-FUTGF,No,0,19,,Yes,16.78,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,1471.75,0.0,0,318.82000000000005,1790.5700000000002,3,Yes,1,65,3715,Dissatisfaction,Network reliability,Churned,El Sobrante,94803,37.963995,-122.288296,Detracteur,Passif,Passif,Passif
2397-BRLOM,Yes,2,8,,Yes,26.99,No,Yes,Fiber Optic,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.45,583.45,0.0,0,215.92,799.37,1,Yes,1,91,3443,Other,Don't know,Churned,San Rafael,94901,37.972662,-122.491452,Detracteur,Detracteur,Detracteur,Detracteur
8510-AWCXC,No,0,13,Offer D,Yes,7.22,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,0.0,0,93.86,1401.9599999999998,1,Yes,1,65,3269,Attitude,Attitude of support person,Churned,Novato,94945,38.135897,-122.563683,Detracteur,Detracteur,Detracteur,Detracteur
8225-BTJAU,No,0,10,Offer D,Yes,7.51,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,793.55,0.0,0,75.1,868.65,1,Yes,1,87,3856,Competitor,Competitor had better devices,Churned,Stinson Beach,94970,37.921137,-122.657562,Detracteur,Detracteur,Detracteur,Detracteur
1724-BQUHA,No,0,5,,Yes,45.72,No,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,0.0,0,228.6,706.3,2,Yes,1,66,2718,Attitude,Attitude of support person,Churned,Los Gatos,95032,37.233034,-121.947427,Detracteur,Detracteur,Detracteur,Detracteur
4826-XTSOH,No,0,1,,Yes,38.78,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,1,Yes,1,96,4843,Competitor,Competitor had better devices,Churned,Moss Landing,95039,36.863303,-121.781632,Detracteur,Detracteur,Detracteur,Detracteur
2408-WITXK,No,0,10,Offer D,No,0.0,No,Yes,DSL,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,0.0,0,0.0,329.8,1,Yes,1,92,3244,Other,Deceased,Churned,San Jose,95110,37.34667,-121.910019,Detracteur,Detracteur,Detracteur,Detracteur
2634-HCZGT,Yes,1,53,,Yes,21.67,Yes,Yes,Cable,6,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,0.0,100,1148.51,4478.16,1,Yes,1,77,5271,Other,Moved,Churned,San Jose,95126,37.327069,-121.916819,Detracteur,Detracteur,Detracteur,Detracteur
7503-QQRVF,Yes,1,16,Offer D,Yes,26.12,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.3,1178.25,0.0,0,417.92,1596.17,1,Yes,1,81,2076,Competitor,Competitor had better devices,Churned,San Jose,95127,37.375156,-121.795867,Detracteur,Detracteur,Detracteur,Detracteur
0709-TVGUR,No,0,9,,Yes,17.56,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,622.9,33.25,0,158.04,747.6899999999999,1,Yes,1,69,3145,Competitor,Competitor had better devices,Churned,Stockton,95207,38.002125,-121.324979,Detracteur,Detracteur,Detracteur,Detracteur
3001-CBHLQ,Yes,1,32,Offer C,Yes,43.51,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,1,Yes,1,79,3966,Attitude,Attitude of support person,Churned,Angels Camp,95222,38.071327,-120.632221,Detracteur,Detracteur,Detracteur,Detracteur
4102-OQUPX,Yes,1,1,,Yes,17.36,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0.0,30,17.36,121.76,3,Yes,1,91,5429,Competitor,Competitor made better offer,Churned,Sheep Ranch,95250,38.244806,-120.417301,Detracteur,Detracteur,Detracteur,Detracteur
3999-QGRJH,No,0,8,,Yes,14.89,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,560.85,0.0,0,119.12,679.97,1,Yes,1,88,3068,Dissatisfaction,Product dissatisfaction,Churned,Ballico,95303,37.4695,-120.672724,Detracteur,Detracteur,Detracteur,Detracteur
2454-RPBRZ,Yes,1,12,Offer D,Yes,30.63,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,1060.2,49.06,0,367.56,1378.7,3,Yes,1,90,2709,Dissatisfaction,Service dissatisfaction,Churned,Catheys Valley,95306,37.394411,-120.127262,Detracteur,Passif,Passif,Passif
2265-CYWIV,Yes,1,4,,Yes,18.91,Yes,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.6,347.65,25.79,0,75.64,397.49999999999994,1,Yes,1,77,4708,Dissatisfaction,Network reliability,Churned,Hickman,95323,37.605926,-120.69955,Detracteur,Detracteur,Detracteur,Detracteur
4550-VBOFE,Yes,1,70,,Yes,17.45,Yes,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,7101.5,15.24,0,1221.5,8307.76,1,Yes,1,91,5005,Competitor,Competitor had better devices,Churned,Soulsbyville,95372,37.990574,-120.261821,Detracteur,Detracteur,Detracteur,Detracteur
7409-KIUTL,No,0,1,,Yes,28.64,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,0.0,0,28.64,99.64,3,Yes,1,72,5345,Competitor,Competitor made better offer,Churned,Escondido,92027,33.141265,-116.967221,Detracteur,Detracteur,Detracteur,Detracteur
1732-VHUBQ,Yes,1,47,,Yes,26.95,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,3309.25,26.99,0,1266.6499999999999,4548.91,3,Yes,1,82,4457,Competitor,Competitor made better offer,Churned,Escondido,92027,33.141265,-116.967221,Detracteur,Passif,Passif,Passif
0679-IDSTG,Yes,1,1,,Yes,37.3,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0.0,0,37.3,106.55,1,Yes,1,87,4568,Competitor,Competitor had better devices,Churned,Branscomb,95417,39.710591,-123.682799,Detracteur,Detracteur,Detracteur,Detracteur
8802-UNOJF,No,0,12,Offer D,Yes,28.63,No,Yes,Cable,7,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,83.8,1029.75,44.58,80,343.56,1408.73,1,Yes,1,78,5565,Competitor,Competitor had better devices,Churned,Philo,95466,39.094102,-123.500853,Detracteur,Detracteur,Detracteur,Detracteur
6313-GIDIT,No,0,53,,No,0.0,No,Yes,DSL,25,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,2854.55,20.16,0,0.0,2834.3900000000003,2,Yes,1,65,6280,Price,Price too high,Churned,Point Arena,95468,38.911299,-123.609588,Detracteur,Passif,Passif,Passif
2845-AFFTX,No,0,41,,Yes,22.56,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4259.3,8.88,0,924.9599999999999,5175.38,1,Yes,1,76,4726,Dissatisfaction,Product dissatisfaction,Churned,Westport,95488,39.724433,-123.767578,Detracteur,Detracteur,Detracteur,Detracteur
2815-CPTUL,No,0,5,,Yes,2.27,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,331.9,12.48,0,11.35,330.77,2,Yes,1,89,3684,Price,Price too high,Churned,Gasquet,95543,41.867908,-123.794144,Detracteur,Detracteur,Detracteur,Detracteur
1891-FZYSA,Yes,1,69,,Yes,16.34,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.95,6143.15,6.79,110,1127.46,7373.82,1,Yes,1,82,6363,Competitor,Competitor had better devices,Churned,Piercy,95587,39.955587,-123.681175,Detracteur,Detracteur,Detracteur,Detracteur
9685-WKZGT,No,0,14,Offer D,Yes,16.32,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1036.75,39.29,0,228.48000000000002,1225.94,3,Yes,1,70,2075,Price,Extra data charges,Churned,Carmichael,95608,38.626128,-121.328011,Detracteur,Passif,Passif,Passif
6022-UGGSO,No,0,32,Offer C,Yes,33.22,No,Yes,Fiber Optic,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,2276.95,44.31,0,1063.04,3295.68,1,Yes,1,90,2091,Competitor,Competitor had better devices,Churned,Citrus Heights,95610,38.69508,-121.271616,Detracteur,Detracteur,Detracteur,Detracteur
3923-CSIHK,Yes,1,50,,Yes,4.6,No,Yes,Cable,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,0.0,0,229.99999999999997,3674.85,3,Yes,1,94,5746,Other,Poor expertise of online support,Churned,Herald,95638,38.313447,-121.123886,Detracteur,Passif,Passif,Passif
3677-IYRBF,No,0,2,,No,0.0,No,Yes,DSL,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.4,78.65,0.0,0,0.0,78.65,1,Yes,1,90,4002,Attitude,Attitude of support person,Churned,Newcastle,95658,38.883224,-121.15918,Detracteur,Detracteur,Detracteur,Detracteur
8118-LSUEL,No,0,23,,Yes,17.62,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,2483.5,0.0,0,405.26000000000005,2888.76,1,Yes,1,79,5507,Dissatisfaction,Product dissatisfaction,Churned,Roseville,95678,38.759751,-121.288545,Detracteur,Detracteur,Detracteur,Detracteur
5277-ZLOOR,No,0,2,Offer E,Yes,5.49,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,0.0,0,10.98,198.42999999999998,3,Yes,1,86,5512,Dissatisfaction,Network reliability,Churned,Applegate,95703,38.983388,-120.988814,Detracteur,Detracteur,Detracteur,Detracteur
4248-HCETZ,Yes,1,30,Offer C,Yes,6.23,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,2365.15,0.0,0,186.9,2552.05,3,Yes,1,73,2174,Attitude,Attitude of support person,Churned,Sacramento,95814,38.584505,-121.491956,Detracteur,Passif,Detracteur,Detracteur
9174-FKWZE,No,0,1,,Yes,22.92,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.45,19.45,0.0,0,22.92,42.370000000000005,1,Yes,1,78,3848,Dissatisfaction,Limited range of services,Churned,Sacramento,95819,38.567594,-121.437507,Detracteur,Detracteur,Detracteur,Detracteur
5307-DZCVC,No,0,32,Offer C,Yes,48.95,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,2628.6,0.0,0,1566.4,4195.0,3,Yes,1,74,2431,Price,Extra data charges,Churned,Sacramento,95835,38.685069,-121.543709,Detracteur,Passif,Detracteur,Detracteur
8679-JOEVF,No,0,16,,Yes,36.83,No,Yes,DSL,16,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.4,1023.9,0.0,0,589.28,1613.1799999999998,1,Yes,1,87,5556,Price,Price too high,Churned,Sacramento,95838,38.646096,-121.442433,Detracteur,Detracteur,Detracteur,Detracteur
4803-AXVYP,No,0,38,Offer C,Yes,47.39,Yes,Yes,Fiber Optic,2,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0.0,0,1800.82,5535.07,1,Yes,1,91,3474,Dissatisfaction,Service dissatisfaction,Churned,Butte City,95920,39.449794,-121.936372,Detracteur,Detracteur,Detracteur,Detracteur
5649-ANRML,No,0,2,Offer E,Yes,12.96,No,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,180.25,0.0,0,25.92,206.17000000000002,3,Yes,1,90,4486,Other,Poor expertise of online support,Churned,Clipper Mills,95930,39.562239,-121.14836,Detracteur,Detracteur,Detracteur,Detracteur
7395-IGJOS,Yes,1,17,,Yes,9.5,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,81.5,1329.2,0.0,0,161.5,1490.7,2,Yes,1,79,3443,Competitor,Competitor made better offer,Churned,Quincy,95971,39.971228,-121.041166,Detracteur,Detracteur,Detracteur,Detracteur
7890-VYYWG,Yes,1,3,Offer E,No,0.0,No,Yes,DSL,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0,0,0.0,93.7,1,Yes,1,89,3766,Competitor,Competitor had better devices,Churned,Sutter,95982,39.172777,-121.805845,Detracteur,Detracteur,Detracteur,Detracteur
9907-SWKKF,No,0,1,Offer E,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,25.05,0.0,0,0.0,25.05,1,Yes,1,65,4842,Competitor,Competitor had better devices,Churned,Twain,95984,40.022184,-121.062384,Detracteur,Detracteur,Detracteur,Detracteur
6397-JNZZG,Yes,1,43,Offer B,No,0.0,No,Yes,DSL,21,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.55,2342.2,0.0,0,0.0,2342.2,1,Yes,1,85,2573,Competitor,Competitor had better devices,Churned,Adin,96006,41.171578,-120.913161,Detracteur,Detracteur,Detracteur,Detracteur
7779-LGOVN,Yes,2,10,,Yes,46.5,Yes,Yes,Cable,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.65,856.65,0.0,0,465.0,1321.65,1,Yes,1,84,4990,Dissatisfaction,Limited range of services,Churned,Paskenta,96074,39.884395,-122.587513,Detracteur,Detracteur,Detracteur,Detracteur
9710-ZUSHQ,No,0,37,Offer C,Yes,41.85,Yes,Yes,Fiber Optic,2,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.75,4056.75,0.0,0,1548.45,5605.2,1,Yes,1,92,5849,Price,Lack of affordable download/upload speed,Churned,Red Bluff,96080,40.186772,-122.388361,Detracteur,Detracteur,Detracteur,Detracteur
3902-FOIGH,Yes,1,12,,Yes,48.5,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1218.55,0.0,0,582.0,1800.55,1,Yes,1,68,3967,Dissatisfaction,Product dissatisfaction,Churned,Doyle,96109,40.012675,-120.101857,Detracteur,Detracteur,Detracteur,Detracteur
3318-OSATS,No,0,35,Offer C,Yes,35.1,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.45,3474.05,0.0,80,1228.5,4782.55,2,Yes,1,91,2080,Other,Don't know,Churned,Sierra City,96125,39.600599,-120.636358,Detracteur,Detracteur,Detracteur,Detracteur
2636-ALXXZ,No,0,1,Offer E,Yes,45.8,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,45.8,115.39999999999999,2,Yes,1,74,2151,Dissatisfaction,Poor expertise of online support,Churned,Tahoe Vista,96148,39.24124,-120.054765,Detracteur,Detracteur,Detracteur,Detracteur
9885-CSMWE,No,0,1,Offer E,Yes,18.37,No,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.45,78.45,0.0,0,18.37,96.82000000000001,1,Yes,1,67,2139,Dissatisfaction,Product dissatisfaction,Churned,Los Angeles,90007,34.027337,-118.28515,Detracteur,Detracteur,Detracteur,Detracteur
8058-JMEQO,No,0,9,Offer E,Yes,12.91,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,762.5,0.0,0,116.19,878.69,3,Yes,1,95,3543,Competitor,Competitor made better offer,Churned,San Diego,92121,32.898613,-117.202937,Detracteur,Detracteur,Detracteur,Detracteur
7657-DYEPJ,No,0,38,Offer C,Yes,5.75,No,Yes,Cable,30,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.15,2497.35,0.0,0,218.5,2715.85,3,Yes,1,82,2645,Price,Lack of affordable download/upload speed,Churned,Los Angeles,90024,34.066303,-118.435479,Detracteur,Passif,Passif,Passif
8276-MQBYC,No,0,51,Offer B,Yes,19.49,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,97.8,4913.3,0.0,0,993.9899999999999,5907.29,2,Yes,1,81,6204,Price,Long distance charges,Churned,Los Angeles,90028,34.099869,-118.326843,Detracteur,Passif,Passif,Passif
6015-VVHHE,No,0,5,,Yes,41.83,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.15,446.05,0.0,0,209.14999999999998,655.2,3,Yes,1,96,2516,Dissatisfaction,Service dissatisfaction,Churned,Los Angeles,90039,34.110845,-118.259595,Detracteur,Detracteur,Detracteur,Detracteur
2516-VQRRV,No,0,2,,Yes,23.46,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.45,158.4,0.0,0,46.92,205.32,3,Yes,1,65,3350,Price,Long distance charges,Churned,Culver City,90230,33.993991,-118.39704,Detracteur,Detracteur,Detracteur,Detracteur
7580-UGXNC,No,0,2,,Yes,25.74,No,Yes,DSL,6,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.85,104.2,0.0,0,51.48,155.68,1,Yes,1,96,3016,Price,Extra data charges,Churned,Culver City,90232,34.019323,-118.391902,Detracteur,Detracteur,Detracteur,Detracteur
5178-LMXOP,Yes,1,1,,Yes,4.89,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,95.1,0.0,0,4.89,99.99,1,Yes,1,70,5795,Price,Price too high,Churned,Gardena,90248,33.876482,-118.284077,Detracteur,Detracteur,Detracteur,Detracteur
7056-IMHCC,Yes,1,53,Offer B,Yes,7.94,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,5549.4,0.0,0,420.82,5970.219999999999,1,Yes,1,94,5884,Price,Price too high,Churned,Torrance,90501,33.833699,-118.314387,Detracteur,Detracteur,Detracteur,Detracteur
8749-JMNKX,Yes,1,51,Offer B,Yes,22.14,Yes,Yes,Fiber Optic,30,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,0.0,0,1129.14,5880.09,1,Yes,1,83,4788,Dissatisfaction,Limited range of services,Churned,Montebello,90640,34.015217,-118.109962,Detracteur,Detracteur,Detracteur,Detracteur
0917-EZOLA,No,0,72,,Yes,6.03,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.15,7689.95,0.0,0,434.16,8124.11,3,Yes,1,74,5925,Price,Extra data charges,Churned,Lakewood,90713,33.847755,-118.112532,Detracteur,Passif,Passif,Passif
8414-MYSHR,No,0,5,,Yes,4.59,No,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,449.75,0.0,0,22.95,472.7,1,Yes,1,78,2834,Dissatisfaction,Network reliability,Churned,Arcadia,91007,34.128284,-118.047732,Detracteur,Detracteur,Detracteur,Detracteur
4988-IQIGL,No,0,1,,Yes,28.49,Yes,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0.0,0,28.49,103.83999999999999,3,Yes,1,92,4403,Attitude,Attitude of support person,Churned,Canoga Park,91304,34.224377,-118.632656,Detracteur,Detracteur,Detracteur,Detracteur
4706-AXVKM,No,0,11,,Yes,4.1,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.8,906.85,0.0,0,45.099999999999994,951.95,2,Yes,1,67,5118,Price,Extra data charges,Churned,Stevenson Ranch,91381,34.364153,-118.615583,Detracteur,Detracteur,Detracteur,Detracteur
5889-JTMUL,Yes,1,50,Offer B,Yes,31.56,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,4888.7,0.0,50,1578.0,6516.7,3,Yes,1,92,5863,Price,Price too high,Churned,Castaic,91384,34.506627,-118.699048,Detracteur,Passif,Passif,Passif
9026-RNUJS,No,0,5,,Yes,18.69,No,Yes,DSL,28,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.35,237.25,0.0,0,93.45,330.7,1,Yes,1,81,4618,Dissatisfaction,Product dissatisfaction,Churned,Van Nuys,91401,34.178483,-118.431791,Detracteur,Detracteur,Detracteur,Detracteur
1624-NALOJ,No,0,5,,Yes,36.36,Yes,Yes,Fiber Optic,12,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,502.6,0.0,0,181.8,684.4000000000001,1,Yes,1,88,2960,Other,Moved,Churned,North Hollywood,91605,34.207295,-118.400022,Detracteur,Detracteur,Detracteur,Detracteur
6210-KBBPI,No,0,9,,Yes,10.66,Yes,Yes,Fiber Optic,15,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.45,919.4,0.0,0,95.94,1015.3399999999999,1,Yes,1,93,2313,Competitor,Competitor had better devices,Churned,West Covina,91790,34.066964,-117.937007,Detracteur,Detracteur,Detracteur,Detracteur
2260-USTRB,No,0,2,,Yes,9.55,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,115.95,0.0,0,19.1,135.05,1,Yes,1,67,2767,Competitor,Competitor offered more data,Churned,Campo,91906,32.673483,-116.472863,Detracteur,Detracteur,Detracteur,Detracteur
8623-TMRBY,Yes,2,51,Offer B,Yes,43.58,Yes,Yes,Cable,22,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,0.0,0,2222.58,6368.63,2,Yes,1,74,6245,Competitor,Competitor offered more data,Churned,Chula Vista,91915,32.605012,-116.97595,Detracteur,Passif,Passif,Passif
6900-PXRMS,No,0,26,Offer C,Yes,1.26,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.75,2710.25,0.0,90,32.76,2833.01,1,Yes,1,91,3157,Dissatisfaction,Product dissatisfaction,Churned,Spring Valley,91978,32.730264,-116.950963,Detracteur,Detracteur,Detracteur,Detracteur
3346-BRMIS,Yes,1,18,,No,0.0,No,Yes,DSL,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.35,810.7,0.0,0,0.0,810.7,2,Yes,1,92,2167,Dissatisfaction,Service dissatisfaction,Churned,Bonsall,92003,33.290907,-117.202895,Detracteur,Detracteur,Detracteur,Detracteur
2722-JMONI,Yes,1,1,Offer E,Yes,24.24,No,Yes,Cable,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,0.0,0,24.24,73.78999999999999,1,Yes,1,76,4989,Dissatisfaction,Limited range of services,Churned,Escondido,92029,33.079834,-117.134275,Detracteur,Detracteur,Detracteur,Detracteur
7579-OOPEC,Yes,1,2,Offer E,Yes,6.86,No,Yes,DSL,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.15,115.1,0.0,0,13.72,128.82,1,Yes,1,78,5461,Competitor,Competitor had better devices,Churned,Pala,92059,33.384345,-117.072619,Detracteur,Detracteur,Detracteur,Detracteur
1771-OADNZ,Yes,1,29,Offer C,Yes,35.38,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.9,2745.2,0.0,50,1026.02,3821.22,3,Yes,1,95,2151,Price,Extra data charges,Churned,Pauma Valley,92061,33.313828,-116.940501,Detracteur,Passif,Passif,Passif
0612-RTZZA,No,0,1,Offer E,No,0.0,No,Yes,DSL,15,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,25.25,0.0,0,0.0,25.25,2,Yes,1,87,4628,Price,Price too high,Churned,Vista,92084,33.22784,-117.200024,Detracteur,Detracteur,Detracteur,Detracteur
4433-JCGCG,Yes,1,46,Offer B,Yes,5.36,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,4680.05,0.0,0,246.56,4926.610000000001,1,Yes,1,88,2436,Competitor,Competitor made better offer,Churned,San Diego,92129,32.961064,-117.134917,Detracteur,Detracteur,Detracteur,Detracteur
9488-HGMJH,No,0,1,Offer E,Yes,24.75,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.15,71.15,0.0,20,24.75,115.9,3,Yes,1,85,5287,Competitor,Competitor made better offer,Churned,Indian Wells,92210,33.537646,-116.291089,Detracteur,Detracteur,Detracteur,Detracteur
